trade_licence_no,business_name,proprietor_name,trade_category,business_address,ward_name,ward_no,pin_code,pan,gstin,mobile,email,licence_issue_date,licence_expiry_date,licence_status,num_employees,annual_turnover
BBMP/560100/0412,Srinivasa Furniture Co,Ramesh Nair,FACTORY,"751/6, Main Road, Hosur Road, Bengaluru, 560100",Hosur Road,194,560100,SGPFV2485D,,9363485167,,1993-10-01,2027-10-01,ACTIVE,111,15199977.0
BBMP/560100/0413,Mphasis Steel P Limited,Suresh Kumar,PHARMA,"100/5, Service Road, Hosur Road, Bengaluru, 560100",Hosur Road,110,560100,BHPAV1445D,29BHPAV1445D2Z4,9227422766,,2016-07-04,2027-07-04,SUSPENDED,648,14238582.0
BBMP/560058/0414,Karnataka Packaging Group,Suresh Sharma,FACTORY,"658/3, Cross Road, Peenya, Bengaluru, B'lore",Peenya,63,560058,ZXGAI0144W,,9383609107,,2008-04-19,2027-04-19,ACTIVE,239,32331058.0
BBMP/560058/0415,Pharmaceuticals Karnataka Factory,Anitha Sharma,FACTORY,"407/4, Cross Road, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,136,560058,VHEPZ1097O,29VHEPZ1097O4ZG,9262876567,,1995-12-26,2027-12-26,ACTIVE,292,44695448.0
BBMP/560100/0416,Infosys Rubber Ind,Rajesh Kumar,FACTORY,"Service Road, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,140,560100,IHXAF9674K,29IHXAF9674K7Z4,9213707068,,2004-06-14,2027-06-14,ACTIVE,161,40179690.0
BBMP/560100/0417,Balaji Printing Limited,Ramesh Rao,FACTORY,"953/8, 1st Cross, Bommanahalli, Bengaluru, B'lore",Bommanahalli,102,560100,NUQFX2612Q,29NUQFX2612Q4Z8,9469425630,,2001-07-06,2027-07-06,ACTIVE,376,41782411.0
BBMP/560058/0418,Balaji Electricals Mfrs,Priya Rao,GARMENT,"251/1, 2nd Cross, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,28,560058,PAPFG7526N,,,,2007-12-25,2027-12-25,ACTIVE,177,2632213.0
BBMP/560100/0419,Ceramics Karnataka Limited,Rajesh Nair,PHARMA,"100/4, Ring Road, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,87,560100,RUXFO7408J,,9255146728,,2019-01-12,2027-01-12,ACTIVE,588,7094698.0
BBMP/560100/0421,Janatha Steel Industries,Ramesh Nair,CHEMICAL,"Cross Road, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,106,560100,QIUAR2915V,29QIUAR2915V9ZT,9951639889,,2022-01-27,2027-01-27,ACTIVE,707,41180182.0
BBMP/560100/0422,Wipro Cables Group,Ramesh Rao,FOOD,"522/1, Factory Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,122,560100,YLBCE2439W,29YLBCE2439W2Z5,,,2009-01-23,2027-01-23,ACTIVE,317,42790462.0
BBMP/560100/0423,Bangalore Electricals P Limited,Priya Rao,FACTORY,"1st Cross, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,70,560100,BJSAA5357A,,,,2018-10-13,2027-10-13,ACTIVE,484,29532889.0
BBMP/560100/0425,Chemicals Karnataka Enterprises,Anitha Reddy,FOOD,"Main Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,38,560100,GIDHH0491Z,,9249900241,,1998-08-25,2027-08-25,ACTIVE,294,33417020.0
BBMP/560058/0426,JSW Chemicals Industries,Ramesh Rao,PRINTING,"3rd Main, Peenya, Bengaluru, B'lore",Peenya,23,560058,YSJCF4332K,29YSJCF4332K1ZD,9874086150,,1998-04-20,2027-04-20,ACTIVE,350,11984602.0
BBMP/560100/0427,Wipro Electricals Corporation,Priya Rao,FOOD,"803/4, Factory Road, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,43,560100,,,,,1995-02-05,2027-02-05,ACTIVE,237,45568057.0
BBMP/560058/0428,Sri Steel Traders,Rajesh Kumar,PHARMA,"17/7, Industrial Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,190,560058,OWKCQ7763P,29OWKCQ7763P4Z0,9158739813,,2018-08-18,2027-08-18,SUSPENDED,177,6342869.0
BBMP/560058/0430,Peoples Paints International,Priya Nair,FACTORY,"1st Cross, BEL Road, Bengaluru, 560058",BEL Road,106,560058,XIIFJ8402O,29XIIFJ8402O1ZE,9379017374,,2021-05-07,2027-05-07,ACTIVE,255,4110412.0
BBMP/560100/0431,Pipes Srinivasa Group,Priya Rao,PRINTING,"Main Road, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,28,560100,ZRFFH8922Y,,9956238039,,2009-09-06,2027-09-06,ACTIVE,296,6490282.0
BBMP/560058/0432,Raghavendra Packaging Pvt Ltd,Ramesh Sharma,FACTORY,"Service Road, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,37,560058,BIJHJ3744E,29BIJHJ3744E3ZQ,,,2022-11-25,2027-11-25,ACTIVE,130,32410331.0
BBMP/560058/0433,Balaji Chemicals Co,Anitha Kumar,FACTORY,"Factory Road, Peenya 1st Stage, Bengaluru, B'lore",Peenya 1st Stage,42,560058,JCJFV3757G,29JCJFV3757G5Z2,,,2014-06-11,2027-06-11,ACTIVE,335,13768386.0
BBMP/560100/0434,United Beverages Ltd,Ramesh Reddy,CHEMICAL,"3rd Main, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,25,560100,EVYFI7083Z,29EVYFI7083Z5ZL,9426985345,,1995-10-15,2027-10-15,ACTIVE,510,15674665.0
BBMP/560058/0435,Bangalore Foods Group,Priya Rao,PRINTING,"Service Road, BEL Road, Bengaluru, 560058",BEL Road,65,560058,VLXAO1429R,,,,2004-10-22,2027-10-22,SUSPENDED,622,43509429.0
BBMP/560100/0436,Peoples Steel Manufacturers,Priya Nair,FOOD,"36/1, Main Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,44,560100,OZYPH7710N,29OZYPH7710N6ZS,9589348001,,2020-09-04,2027-09-04,ACTIVE,352,27645675.0
BBMP/560058/0439,Bangalore Steel Factory,Priya Sharma,FACTORY,"Main Road, BEL Road, Bengaluru, B'lore",BEL Road,22,560058,GEGHV2759Y,,9778598849,,2014-04-25,2027-04-25,SUSPENDED,564,32298913.0
BBMP/560100/0442,Southern Garments Industries,Anitha Sharma,CHEMICAL,"16/5, Industrial Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,188,560100,,,9808971948,,1992-04-16,2027-04-16,ACTIVE,418,48804461.0
BBMP/560100/0443,Beverages Lakshmi Co,Anitha Sharma,FOOD,"358/4, Ring Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,1,560100,KALPU3118M,29KALPU3118M5ZQ,9611935857,,2015-06-14,2027-06-14,SUSPENDED,227,17323293.0
BBMP/560058/0444,Steel Sri Indus,Suresh Rao,FACTORY,"Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Rajajinagar Industrial Estate,21,560058,,,9434351885,,2009-02-14,2027-02-14,ACTIVE,692,48039347.0
BBMP/560100/0445,Sunrise Paints Group,Rajesh Sharma,FOOD,"3rd Main, Bommanahalli, Bengaluru, B'lore",Bommanahalli,125,560100,OUCHS4401U,29OUCHS4401U9ZZ,,,2015-05-07,2027-05-07,ACTIVE,224,33302369.0
BBMP/560058/0446,National Packaging Private Limited,Priya Nair,FACTORY,"2nd Cross, BEL Road, Bengaluru, 560058",BEL Road,193,560058,RZSHO3925B,29RZSHO3925B5ZL,,,2004-01-21,2027-01-21,ACTIVE,335,41591421.0
BBMP/560058/0452,Star Foundry Traders,Anitha Nair,FACTORY,"Service Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,185,560058,OXEHU3643M,29OXEHU3643M6ZG,9260098397,,2006-03-20,2027-03-20,ACTIVE,375,21507680.0
BBMP/560100/0454,Motors United Ltd,Priya Sharma,GARMENT,"Cross Road, Hosur Road, Bengaluru, 560100",Hosur Road,174,560100,MQAPN9166H,,9643124572,,2015-07-27,2027-07-27,SUSPENDED,202,22499322.0
BBMP/560058/0456,Raghavendra Furniture Indus,Rajesh Nair,GARMENT,"943/8, Cross Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,120,560058,TLJCB4881S,29TLJCB4881S2ZP,9608167848,,1998-01-17,2027-01-17,ACTIVE,171,20771819.0
BBMP/560100/0457,Lakshmi Packaging International,Anitha Kumar,CHEMICAL,"3rd Main, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,74,560100,,,9482906432,,2021-12-18,2027-12-18,ACTIVE,518,24785263.0
BBMP/560100/0458,Peoples Metals Limited,Ramesh Rao,FACTORY,"Cross Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,190,560100,,,,,2018-01-13,2027-01-13,ACTIVE,316,38853722.0
BBMP/560058/0460,Royal Printing Corporation,Rajesh Kumar,PHARMA,"452/8, Service Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Rajajinagar Industrial Estate,89,560058,CDRCU5935V,29CDRCU5935V2Z6,,,1993-12-10,2027-12-10,SUSPENDED,635,20383850.0
BBMP/560058/0462,Sunrise Garments Co,Anitha Sharma,FACTORY,"703/2, 3rd Main, BEL Road, Bengaluru, B'lore",BEL Road,137,560058,JUYCD1553T,,9312147227,,2001-02-08,2027-02-08,CANCELLED,678,27740801.0
BBMP/560100/0463,Srinivasa Electricals International,Rajesh Rao,GARMENT,"Main Road, Hosur Road, Bengaluru, 560100",Hosur Road,68,560100,KNIHF9492I,29KNIHF9492I4ZV,9897400485,,1995-10-19,2027-10-19,ACTIVE,662,9925008.0
BBMP/560100/0465,Sri Steel Ltd,Priya Sharma,FOOD,"609/5, Ring Road, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,148,560100,ZFKHV4193M,29ZFKHV4193M5ZM,9505937737,,2021-04-06,2027-04-06,ACTIVE,355,30466417.0
BBMP/560058/0466,Balaji Paper Co,Rajesh Rao,GARMENT,"Service Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,2,560058,SXNHH3433X,29SXNHH3433X1ZD,9312793303,,2005-03-04,2027-03-04,ACTIVE,669,5989919.0
BBMP/560058/0469,Ceramics Mahalaxmi Co,Suresh Kumar,FACTORY,"646/1, Cross Road, Peenya, Bengaluru, 560058",Peenya,79,560058,NCCAU0032O,,9853564915,,2010-02-17,2027-02-17,ACTIVE,39,19633425.0
BBMP/560058/0471,Sri Electronics & Co,Suresh Rao,GARMENT,"Cross Road, Peenya 1st Stage, Bengaluru, B'lore",Peenya 1st Stage,125,560058,ITXHQ5586M,,9833386215,,1994-01-26,2027-01-26,ACTIVE,100,15413315.0
BBMP/560100/0473,Sunrise Plastics Pvt Ltd,Priya Reddy,FACTORY,"54/1, 2nd Cross, Bommanahalli, Bengaluru, B'lore",Bommanahalli,21,560100,KWACM3302F,29KWACM3302F3ZY,9144957775,,1990-09-07,2027-09-07,ACTIVE,63,44607133.0
BBMP/560100/0474,Srinivasa Beverages Manufacturers,Rajesh Kumar,PRINTING,"Main Road, Hosur Road, Bengaluru, B'lore",Hosur Road,98,560100,MANPI8084T,,,,1999-08-23,2027-08-23,ACTIVE,445,49817473.0
BBMP/560058/0475,Cables Bangalore Pvt Ltd,Ramesh Nair,GARMENT,"771/9, 3rd Main, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,129,560058,JGEHZ0730W,29JGEHZ0730W3ZR,9653448420,,1990-07-09,2027-07-09,ACTIVE,595,39108161.0
BBMP/560058/0476,Textiles KS Co,Ramesh Reddy,FACTORY,"Ring Road, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,88,560058,EGZPJ8319F,29EGZPJ8319F6Z0,9976423080,,1994-03-06,2027-03-06,ACTIVE,632,26838787.0
BBMP/560058/0478,Lakshmi Metals & Co,Priya Reddy,FACTORY,"2nd Cross, Peenya 1st Stage, Bengaluru, B'lore",Peenya 1st Stage,88,560058,TSFFA8208F,29TSFFA8208F4ZZ,9451465677,,2019-07-03,2027-07-03,ACTIVE,106,15069677.0
BBMP/560100/0479,Indian Pharmaceuticals & Co,Priya Rao,FACTORY,"2nd Cross, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,58,560100,RCNCR4161F,,,,2011-09-22,2027-09-22,ACTIVE,665,10094022.0
BBMP/560058/0480,Metals Premier Mfr,Anitha Sharma,CHEMICAL,"420/2, Cross Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,107,560058,KPGHQ0495Y,29KPGHQ0495Y7Z2,9483369821,,2017-10-26,2027-10-26,SUSPENDED,114,28888604.0
BBMP/560058/0481,Balaji Motors & Co,Ramesh Kumar,FACTORY,"264/1, Cross Road, Peenya 1st Stage, Bengaluru, B'lore",Peenya 1st Stage,106,560058,BPRCI6240Q,,9827800487,,1990-11-28,2027-11-28,ACTIVE,706,37795082.0
BBMP/560058/0482,Auto JSW Parts Pvt.Ltd,Rajesh Kumar,PHARMA,"3rd Main, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,49,560058,BEQFF4235F,29BEQFF4235F4ZS,,,1996-12-21,2027-12-21,ACTIVE,730,24321089.0
BBMP/560100/0483,JSW Chemicals International,Anitha Rao,GARMENT,"2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,83,560100,SGGAH2044H,29SGGAH2044H3Z3,9872229297,,2018-01-20,2027-01-20,SUSPENDED,96,46406351.0
BBMP/560058/0485,Valves Bangalore Group,Priya Sharma,GARMENT,"Service Road, Peenya, Bengaluru, B'lore",Peenya,186,560058,,,,,2013-10-26,2027-10-26,ACTIVE,791,13825445.0
BBMP/560100/0486,Motors Mphasis Works,Priya Rao,FACTORY,"786/2, Industrial Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,82,560100,VWGCY9078D,29VWGCY9078D7ZG,9971573228,,2022-03-06,2027-03-06,SUSPENDED,666,23710282.0
BBMP/560100/0487,Balaji Fabrics Enterprises,Anitha Nair,PRINTING,"174/2, 2nd Cross, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,52,560100,HIGHB8609S,,9660944273,,1990-10-23,2027-10-23,ACTIVE,524,27014920.0
BBMP/560100/0488,Infosys Foods & Co,Suresh Sharma,FOOD,"817/8, Main Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,41,560100,ZKNCI6228W,29ZKNCI6228W9ZE,,,2006-02-14,2027-02-14,CANCELLED,441,23258405.0
BBMP/560100/0490,Star Pumps Corporation,Ramesh Sharma,FACTORY,"972/4, 1st Cross, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,177,560100,ZXFAK3167N,,9269983252,,1990-09-28,2027-09-28,ACTIVE,570,16151533.0
BBMP/560100/0491,Auto Janatha Parts Works,Ramesh Nair,FACTORY,"3rd Main, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,131,560100,ADCAR1707T,,9176506481,,1999-10-05,2027-10-05,ACTIVE,92,48224981.0
BBMP/560058/0493,Raghavendra Printing Entp,Ramesh Kumar,FACTORY,"Cross Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,180,560058,XASHX5475Z,29XASHX5475Z5Z9,9649145027,,2001-11-26,2027-11-26,ACTIVE,219,24127974.0
BBMP/560058/0494,Sunrise Auto Parts Industries,Anitha Sharma,FACTORY,"2nd Cross, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,188,560058,HHEHX2107P,29HHEHX2107P8Z3,9263252077,,2000-07-25,2027-07-25,ACTIVE,113,25758536.0
BBMP/560058/0495,Janatha Garments Co,Rajesh Reddy,PHARMA,"Cross Road, Peenya, Bengaluru, 560058",Peenya,95,560058,DEVCQ5540P,,9467433013,,1994-06-06,2027-06-06,ACTIVE,404,3608791.0
BBMP/560058/0496,Balaji Beverages & Co,Anitha Sharma,CHEMICAL,"438/8, Service Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,25,560058,VPEAZ1252J,29VPEAZ1252J7ZM,9615289706,,2021-02-21,2027-02-21,ACTIVE,116,45284916.0
BBMP/560058/0498,Printing Bengaluru Group,Priya Sharma,GARMENT,"3rd Main, BEL Road, Bengaluru, 560058",BEL Road,175,560058,PXEAV2692W,29PXEAV2692W5ZR,9377680740,,2015-09-11,2027-09-11,ACTIVE,550,20336541.0
BBMP/560100/0500,New Plastics Mfg,Priya Reddy,FACTORY,"Industrial Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,161,560100,CSPCT4258D,,9545437458,,2012-01-10,2027-01-10,ACTIVE,732,48527294.0
BBMP/560100/0501,Garments United Manufacturers,Suresh Nair,FACTORY,"19/9, Service Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,24,560100,XOQHV7715T,29XOQHV7715T7Z0,9266266494,,2018-05-03,2027-05-03,SUSPENDED,340,9017798.0
BBMP/560058/0502,Peoples Motors & Co,Priya Sharma,PHARMA,"884/6, Factory Road, BEL Road, Bengaluru, B'lore",BEL Road,3,560058,SCQFR1601T,29SCQFR1601T3ZL,9301754818,,2019-10-04,2027-10-04,ACTIVE,560,33267554.0
BBMP/560058/0503,Infosys Fabrics Co,Suresh Rao,GARMENT,"Service Road, BEL Road, Bengaluru, 560058",BEL Road,173,560058,HAWFA8469P,,9483898317,,2022-02-25,2027-02-25,ACTIVE,780,46253831.0
BBMP/560058/0504,Indian Pharmaceuticals Group,Rajesh Rao,GARMENT,"Cross Road, BEL Road, Bengaluru, 560058",BEL Road,57,560058,GHRFB0996M,29GHRFB0996M8ZG,9906700605,,2017-10-04,2027-10-04,ACTIVE,489,30093160.0
BBMP/560058/0505,Printing Janatha Works,Suresh Sharma,FACTORY,"Ring Road, Peenya Industrial Area, Bengaluru, B'lore",Peenya Industrial Area,91,560058,RXBFA4378P,29RXBFA4378P5ZM,,,1990-02-16,2027-02-16,ACTIVE,223,46789653.0
BBMP/560100/0506,Venkateshwara Ceramics Manufacturers,Ramesh Kumar,PRINTING,"827/5, 3rd Main, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,93,560100,JVZCR2853Y,29JVZCR2853Y8ZG,9996200491,,2010-02-07,2027-02-07,ACTIVE,755,8661999.0
BBMP/560100/0507,Premier Packaging Private Limited,Rajesh Sharma,FACTORY,"Factory Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,143,560100,ZZYHB3769A,29ZZYHB3769A1ZG,9468194284,,2010-03-14,2027-03-14,ACTIVE,277,19207559.0
BBMP/560058/0508,Karnataka Plastics International,Anitha Sharma,PHARMA,"Service Road, Peenya, Bengaluru, B'lore",Peenya,89,560058,,,9509973520,,2001-06-15,2027-06-15,ACTIVE,100,7368124.0
BBMP/560058/0510,Lakshmi Printing & Co,Priya Reddy,GARMENT,"819/8, Service Road, Peenya 1st Stage, Bengaluru, B'lore",Peenya 1st Stage,157,560058,LHRHF2276F,29LHRHF2276F7ZM,9857400212,,2007-07-02,2027-07-02,ACTIVE,711,35626504.0
BBMP/560058/0511,Modern Auto Parts Mfg,Anitha Nair,FACTORY,"889/5, Industrial Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,189,560058,TIJCN4540Z,29TIJCN4540Z7ZN,9897375675,,1991-01-11,2027-01-11,ACTIVE,581,43389281.0
BBMP/560100/0512,Janatha Leather Pvt. Ltd.,Anitha Sharma,FACTORY,"Cross Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,97,560100,,,9988616737,,1994-10-07,2027-10-07,ACTIVE,782,13567748.0
BBMP/560100/0513,Global Electronics Corporation,Suresh Reddy,FACTORY,"600/3, 1st Cross, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,71,560100,VSBCW3340E,,,,2010-08-16,2027-08-16,SUSPENDED,358,12246235.0
BBMP/560100/0516,Motors Bengaluru Mfg,Ramesh Kumar,FACTORY,"2nd Cross, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,132,560100,,,,,1998-11-17,2027-11-17,ACTIVE,114,30672941.0
BBMP/560058/0517,Karnataka Packaging & Co,Anitha Reddy,FOOD,"Cross Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,88,560058,RBLFT0636G,29RBLFT0636G8ZC,,,2010-03-03,2027-03-03,ACTIVE,81,1025180.0
BBMP/560100/0518,Pumps Peoples Limited,Priya Sharma,FACTORY,"720/1, Main Road, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,127,560100,SJRPK2403N,29SJRPK2403N7Z7,9282448965,,2014-10-02,2027-10-02,ACTIVE,612,34620619.0
BBMP/560058/0519,Shree Printing & Co,Ramesh Reddy,GARMENT,"179/3, Industrial Road, BEL Road, Bengaluru, 560058",BEL Road,80,560058,OSLHQ3126Z,29OSLHQ3126Z9Z8,,,2009-06-03,2027-06-03,ACTIVE,722,18029874.0
BBMP/560058/0521,Karnataka Garments Co,Ramesh Sharma,FOOD,"Factory Road, BEL Road, Bengaluru, 560058",BEL Road,78,560058,MLRCV0432Z,,,,2000-02-19,2027-02-19,ACTIVE,265,33368116.0
BBMP/560058/0522,Star Printing Group,Priya Sharma,CHEMICAL,"279/8, Service Road, Peenya, Bengaluru, 560058",Peenya,140,560058,OSAAV9642Y,,9644959987,,2006-11-07,2027-11-07,SUSPENDED,351,41806765.0
BBMP/560100/0524,Shree Furniture Co,Rajesh Rao,FACTORY,"407/8, 1st Cross, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,77,560100,ZRRCO8986Y,29ZRRCO8986Y7ZA,9340753573,,1993-09-12,2027-09-12,SUSPENDED,57,35504448.0
BBMP/560100/0525,Steel Bangalore Ent,Ramesh Sharma,PRINTING,"Main Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,24,560100,,,,,2022-01-01,2027-01-01,ACTIVE,426,25811988.0
BBMP/560100/0526,Global Printing Pvt. Ltd.,Ramesh Nair,GARMENT,"106/2, Ring Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,132,560100,NCLAC6826K,29NCLAC6826K7ZY,,,2014-04-14,2027-04-14,CANCELLED,594,34949708.0
BBMP/560058/0527,Global Valves International,Priya Rao,FOOD,"Factory Road, BEL Road, Bengaluru, 560058",BEL Road,94,560058,KWVFV7512S,29KWVFV7512S7ZN,9914838540,,2001-03-04,2027-03-04,ACTIVE,176,2186674.0
BBMP/560100/0528,Karnataka Garments Ltd,Rajesh Reddy,PHARMA,"426/5, Service Road, Hosur Road, Bengaluru, 560100",Hosur Road,172,560100,XJBPO1708D,,,,1992-08-16,2027-08-16,ACTIVE,556,36000347.0
BBMP/560058/0529,Auto New Parts Ltd,Priya Sharma,FACTORY,"Main Road, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,67,560058,FAJPE7351C,29FAJPE7351C2ZP,,,2011-05-23,2027-05-23,ACTIVE,214,15517301.0
BBMP/560058/0530,Global Auto Parts Industries,Ramesh Reddy,FACTORY,"Factory Road, Peenya 2nd Stage, Bengaluru, B'lore",Peenya 2nd Stage,169,560058,CZHAS6063W,29CZHAS6063W5Z3,,,2008-03-25,2027-03-25,ACTIVE,516,5112960.0
BBMP/560058/0531,Pipes Raghavendra Limited,Anitha Sharma,FACTORY,"588/5, Ring Road, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,17,560058,XGZHE6405M,29XGZHE6405M9ZD,9512578490,,2022-03-06,2027-03-06,SUSPENDED,409,3369731.0
BBMP/560100/0532,National Pipes Works,Anitha Sharma,FACTORY,"3rd Main, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,161,560100,CIKPJ5529V,,,,1996-11-22,2027-11-22,ACTIVE,441,25354289.0
BBMP/560100/0533,United Garments Limited,Ramesh Sharma,GARMENT,"33/7, 3rd Main, Bommanahalli, Bengaluru, 560100",Bommanahalli,11,560100,AKJHL0783G,,,,2021-09-07,2027-09-07,ACTIVE,693,12728219.0
BBMP/560100/0535,Pipes Peoples Private Limited,Suresh Reddy,FACTORY,"316/7, Service Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,28,560100,WMRFZ1994V,,9241746962,,2021-05-10,2027-05-10,SUSPENDED,374,29786201.0
BBMP/560100/0536,Infosys Chemicals Pvt Ltd,Ramesh Reddy,FACTORY,"636/9, Cross Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,58,560100,,,,,2009-07-10,2027-07-10,ACTIVE,290,26572968.0
BBMP/560058/0538,Fabrics Southern Corporation,Suresh Kumar,PRINTING,"3rd Main, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,151,560058,EFCPL9687I,29EFCPL9687I5ZJ,9438950167,,1996-04-24,2027-04-24,ACTIVE,370,46948211.0
BBMP/560058/0539,Bangalore Engg. Private Limited,Priya Sharma,GARMENT,"Industrial Road, BEL Road, Bengaluru, 560058",BEL Road,162,560058,RVVHX1811I,29RVVHX1811I1ZU,9409150359,,1992-09-07,2027-09-07,SUSPENDED,164,33694437.0
BBMP/560058/0540,Mphasis Textiles Works,Ramesh Reddy,FACTORY,"2nd Cross, Rajajinagar Industrial Estate, Bengaluru, 560058",Rajajinagar Industrial Estate,50,560058,VRBHF5984K,,9377367335,,1996-08-14,2027-08-14,ACTIVE,281,49176632.0
BBMP/560058/0541,Venkateshwara Rubber Ltd,Priya Rao,FOOD,"759/9, Factory Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,192,560058,GDAPU3532H,,9513475958,,2003-03-21,2027-03-21,ACTIVE,581,4901636.0
BBMP/560058/0544,Pumps Srinivasa Indus,Suresh Sharma,PRINTING,"2nd Cross, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,125,560058,DTPAV4320M,29DTPAV4320M3Z6,9792360880,,1993-11-25,2027-11-25,ACTIVE,598,45145638.0
BBMP/560058/0546,Mahalaxmi Plastics Industries,Priya Reddy,FACTORY,"517/7, Industrial Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,23,560058,,,9843007439,,2016-09-05,2027-09-05,ACTIVE,305,12722724.0
BBMP/560100/0548,Titan Garments Limited,Anitha Nair,GARMENT,"Cross Road, Bommanahalli, Bengaluru, B'lore",Bommanahalli,5,560100,TVWHO3652O,29TVWHO3652O1ZL,9960618846,,1992-04-08,2027-04-08,ACTIVE,291,14294232.0
BBMP/560058/0549,KS Pharmaceuticals Corporation,Priya Rao,FACTORY,"Main Road, Peenya 1st Stage, Bengaluru, B'lore",Peenya 1st Stage,12,560058,,,9549321973,,2018-02-06,2027-02-06,SUSPENDED,451,26938976.0
BBMP/560100/0550,Lakshmi Garments & Co,Priya Rao,FOOD,"672/8, Main Road, Hosur Road, Bengaluru, 560100",Hosur Road,144,560100,MMKAR6883L,29MMKAR6883L9Z4,,,2001-08-20,2027-08-20,ACTIVE,428,43294041.0
BBMP/560100/0551,Garments Royal International,Rajesh Reddy,PHARMA,"941/6, Industrial Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,97,560100,,,9912780344,,2010-06-27,2027-06-27,ACTIVE,680,46325968.0
BBMP/560100/0552,Steel Raghavendra Ltd,Ramesh Kumar,PHARMA,"Main Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,32,560100,MNJCT5871F,,,,1998-06-01,2027-06-01,SUSPENDED,796,43172248.0
BBMP/560100/0553,Premier Steel International,Priya Nair,GARMENT,"Industrial Road, Hosur Road, Bengaluru, B'lore",Hosur Road,134,560100,RJNAX1499P,,,,2001-06-02,2027-06-02,ACTIVE,432,44927789.0
